eei_id,exon1,exon2,p_value,chi2_statistic,odds_ratio,cachexic_with_eei,cachexic_without_eei,control_with_eei,control_without_eei,total_samples,corrected_p,significant
ENSMUSE00001226993_ENSMUSE00001208670,ENSMUSE00001226993,ENSMUSE00001208670,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00001226993_ENSMUSE00000698437,ENSMUSE00001226993,ENSMUSE00000698437,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00001276928_ENSMUSE00001208670,ENSMUSE00001276928,ENSMUSE00001208670,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00001276928_ENSMUSE00000698437,ENSMUSE00001276928,ENSMUSE00000698437,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000168732_ENSMUSE00001208670,ENSMUSE00000168732,ENSMUSE00001208670,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000168732_ENSMUSE00000698437,ENSMUSE00000168732,ENSMUSE00000698437,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000251053_ENSMUSE00000296956,ENSMUSE00000251053,ENSMUSE00000296956,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00001257880_ENSMUSE00000283464,ENSMUSE00001257880,ENSMUSE00000283464,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00000283442,ENSMUSE00001257880,ENSMUSE00000283442,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00000283406,ENSMUSE00001257880,ENSMUSE00000283406,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00000283371,ENSMUSE00001257880,ENSMUSE00000283371,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00001207422,ENSMUSE00001257880,ENSMUSE00001207422,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001257880_ENSMUSE00000505337,ENSMUSE00001257880,ENSMUSE00000505337,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001257880_ENSMUSE00000496379,ENSMUSE00001257880,ENSMUSE00000496379,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001257880_ENSMUSE00000497468,ENSMUSE00001257880,ENSMUSE00000497468,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001257880_ENSMUSE00000495193,ENSMUSE00001257880,ENSMUSE00000495193,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001299390_ENSMUSE00000974847,ENSMUSE00001299390,ENSMUSE00000974847,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001299390_ENSMUSE00001032655,ENSMUSE00001299390,ENSMUSE00001032655,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001276048_ENSMUSE00000974847,ENSMUSE00001276048,ENSMUSE00000974847,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001276048_ENSMUSE00001032655,ENSMUSE00001276048,ENSMUSE00001032655,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000241961_ENSMUSE00000974847,ENSMUSE00000241961,ENSMUSE00000974847,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000241961_ENSMUSE00001032655,ENSMUSE00000241961,ENSMUSE00001032655,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000374954_ENSMUSE00000584453,ENSMUSE00000374954,ENSMUSE00000584453,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000374954_ENSMUSE00000584452,ENSMUSE00000374954,ENSMUSE00000584452,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000411494_ENSMUSE00000584453,ENSMUSE00000411494,ENSMUSE00000584453,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000411494_ENSMUSE00000584452,ENSMUSE00000411494,ENSMUSE00000584452,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000661694_ENSMUSE00001012430,ENSMUSE00000661694,ENSMUSE00001012430,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001030539,ENSMUSE00000661694,ENSMUSE00001030539,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661694_ENSMUSE00000998715,ENSMUSE00000661694,ENSMUSE00000998715,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001292465,ENSMUSE00000661694,ENSMUSE00001292465,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001070108,ENSMUSE00000661694,ENSMUSE00001070108,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00000520231,ENSMUSE00000661694,ENSMUSE00000520231,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001240643,ENSMUSE00000661694,ENSMUSE00001240643,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001274552,ENSMUSE00000661694,ENSMUSE00001274552,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001213091,ENSMUSE00000661694,ENSMUSE00001213091,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001032219,ENSMUSE00000661694,ENSMUSE00001032219,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00000992409,ENSMUSE00000661694,ENSMUSE00000992409,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001078211,ENSMUSE00000661694,ENSMUSE00001078211,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001272399,ENSMUSE00000661694,ENSMUSE00001272399,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00001061644,ENSMUSE00000661694,ENSMUSE00001061644,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661694_ENSMUSE00000971310,ENSMUSE00000661694,ENSMUSE00000971310,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001012430,ENSMUSE00000661693,ENSMUSE00001012430,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001030539,ENSMUSE00000661693,ENSMUSE00001030539,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661693_ENSMUSE00000998715,ENSMUSE00000661693,ENSMUSE00000998715,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001292465,ENSMUSE00000661693,ENSMUSE00001292465,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001070108,ENSMUSE00000661693,ENSMUSE00001070108,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00000520231,ENSMUSE00000661693,ENSMUSE00000520231,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001240643,ENSMUSE00000661693,ENSMUSE00001240643,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001274552,ENSMUSE00000661693,ENSMUSE00001274552,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001213091,ENSMUSE00000661693,ENSMUSE00001213091,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001038613,ENSMUSE00000661693,ENSMUSE00001038613,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001090534,ENSMUSE00000661693,ENSMUSE00001090534,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000661693_ENSMUSE00000690101,ENSMUSE00000661693,ENSMUSE00000690101,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001032219,ENSMUSE00000661693,ENSMUSE00001032219,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00000992409,ENSMUSE00000661693,ENSMUSE00000992409,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001078211,ENSMUSE00000661693,ENSMUSE00001078211,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001272399,ENSMUSE00000661693,ENSMUSE00001272399,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00001061644,ENSMUSE00000661693,ENSMUSE00001061644,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661693_ENSMUSE00000971310,ENSMUSE00000661693,ENSMUSE00000971310,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001012430,ENSMUSE00000661692,ENSMUSE00001012430,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001030539,ENSMUSE00000661692,ENSMUSE00001030539,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661692_ENSMUSE00000998715,ENSMUSE00000661692,ENSMUSE00000998715,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001292465,ENSMUSE00000661692,ENSMUSE00001292465,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001070108,ENSMUSE00000661692,ENSMUSE00001070108,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00000520231,ENSMUSE00000661692,ENSMUSE00000520231,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001240643,ENSMUSE00000661692,ENSMUSE00001240643,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001274552,ENSMUSE00000661692,ENSMUSE00001274552,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001213091,ENSMUSE00000661692,ENSMUSE00001213091,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001032219,ENSMUSE00000661692,ENSMUSE00001032219,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00000992409,ENSMUSE00000661692,ENSMUSE00000992409,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001078211,ENSMUSE00000661692,ENSMUSE00001078211,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001272399,ENSMUSE00000661692,ENSMUSE00001272399,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00001061644,ENSMUSE00000661692,ENSMUSE00001061644,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000661692_ENSMUSE00000971310,ENSMUSE00000661692,ENSMUSE00000971310,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000485744_ENSMUSE00001012430,ENSMUSE00000485744,ENSMUSE00001012430,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000485744_ENSMUSE00001030539,ENSMUSE00000485744,ENSMUSE00001030539,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000164184_ENSMUSE00001012430,ENSMUSE00000164184,ENSMUSE00001012430,0.08330418229958163,2.9992283950617282,7.333333333333333,6,3,3,11,23,0.7784525510194641,False
ENSMUSE00000164184_ENSMUSE00001030539,ENSMUSE00000164184,ENSMUSE00001030539,0.08330418229958163,2.9992283950617282,7.333333333333333,6,3,3,11,23,0.7784525510194641,False
ENSMUSE00000474350_ENSMUSE00001292465,ENSMUSE00000474350,ENSMUSE00001292465,0.08330418229958163,2.9992283950617282,7.333333333333333,6,3,3,11,23,0.7784525510194641,False
ENSMUSE00000474350_ENSMUSE00001070108,ENSMUSE00000474350,ENSMUSE00001070108,0.08330418229958163,2.9992283950617282,7.333333333333333,6,3,3,11,23,0.7784525510194641,False
ENSMUSE00000147334_ENSMUSE00000259988,ENSMUSE00000147334,ENSMUSE00000259988,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00000147334_ENSMUSE00001311495,ENSMUSE00000147334,ENSMUSE00001311495,0.39177740167606856,0.7334183673469388,3.125,5,4,4,10,23,1.0,False
ENSMUSE00001276650_ENSMUSE00000448250,ENSMUSE00001276650,ENSMUSE00000448250,0.22328467831708868,1.48313492063492,0.21428571428571427,2,7,8,6,23,0.9272801013902336,False
ENSMUSE00001276650_ENSMUSE00001007054,ENSMUSE00001276650,ENSMUSE00001007054,0.22328467831708868,1.48313492063492,0.21428571428571427,2,7,8,6,23,0.9272801013902336,False
ENSMUSE00001276650_ENSMUSE00001250378,ENSMUSE00001276650,ENSMUSE00001250378,0.22328467831708868,1.48313492063492,0.21428571428571427,2,7,8,6,23,0.9272801013902336,False
ENSMUSE00000941400_ENSMUSE00000933806,ENSMUSE00000941400,ENSMUSE00000933806,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000941400_ENSMUSE00001209317,ENSMUSE00000941400,ENSMUSE00001209317,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000941400_ENSMUSE00000295963,ENSMUSE00000941400,ENSMUSE00000295963,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000982794_ENSMUSE00000933806,ENSMUSE00000982794,ENSMUSE00000933806,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000982794_ENSMUSE00001209317,ENSMUSE00000982794,ENSMUSE00001209317,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000982794_ENSMUSE00000295963,ENSMUSE00000982794,ENSMUSE00000295963,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000296162_ENSMUSE00000933806,ENSMUSE00000296162,ENSMUSE00000933806,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000296162_ENSMUSE00001209317,ENSMUSE00000296162,ENSMUSE00001209317,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000296162_ENSMUSE00000295963,ENSMUSE00000296162,ENSMUSE00000295963,0.06038857757284554,3.5266804954304964,8.75,7,2,4,10,23,0.7784525510194641,False
ENSMUSE00000407260_ENSMUSE00000933806,ENSMUSE00000407260,ENSMUSE00000933806,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000407260_ENSMUSE00001209317,ENSMUSE00000407260,ENSMUSE00001209317,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000407260_ENSMUSE00000295963,ENSMUSE00000407260,ENSMUSE00000295963,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000251071_ENSMUSE00001440775,ENSMUSE00000251071,ENSMUSE00001440775,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00001440775_ENSMUSE00000250781,ENSMUSE00001440775,ENSMUSE00000250781,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00001440775_ENSMUSE00000529290,ENSMUSE00001440775,ENSMUSE00000529290,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000200991_ENSMUSE00000974847,ENSMUSE00000200991,ENSMUSE00000974847,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000200991_ENSMUSE00001032655,ENSMUSE00000200991,ENSMUSE00001032655,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000200992_ENSMUSE00000974847,ENSMUSE00000200992,ENSMUSE00000974847,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000200992_ENSMUSE00001032655,ENSMUSE00000200992,ENSMUSE00001032655,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000168961_ENSMUSE00001374473,ENSMUSE00000168961,ENSMUSE00001374473,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000168961_ENSMUSE00000595156,ENSMUSE00000168961,ENSMUSE00000595156,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000316938_ENSMUSE00001374473,ENSMUSE00000316938,ENSMUSE00001374473,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000316938_ENSMUSE00000595156,ENSMUSE00000316938,ENSMUSE00000595156,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000146636_ENSMUSE00001374473,ENSMUSE00000146636,ENSMUSE00001374473,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000146636_ENSMUSE00000595156,ENSMUSE00000146636,ENSMUSE00000595156,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000110987_ENSMUSE00000139336,ENSMUSE00000110987,ENSMUSE00000139336,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000585970_ENSMUSE00000139336,ENSMUSE00000585970,ENSMUSE00000139336,0.1713971375219586,1.8706807081807089,5.0,6,3,4,10,23,0.7784525510194641,False
ENSMUSE00000259988_ENSMUSE00000501772,ENSMUSE00000259988,ENSMUSE00000501772,0.3064763102369976,1.0458002645502653,3.6,6,3,5,9,23,1.0,False
ENSMUSE00001236923_ENSMUSE00001267648,ENSMUSE00001236923,ENSMUSE00001267648,0.6129464312738855,0.2559065934065936,2.25,5,4,5,9,23,1.0,False
ENSMUSE00001236923_ENSMUSE00000164752,ENSMUSE00001236923,ENSMUSE00000164752,0.6129464312738855,0.2559065934065936,2.25,5,4,5,9,23,1.0,False
ENSMUSE00000395088_ENSMUSE00000901424,ENSMUSE00000395088,ENSMUSE00000901424,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000395088_ENSMUSE00000891976,ENSMUSE00000395088,ENSMUSE00000891976,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000395088_ENSMUSE00001357806,ENSMUSE00000395088,ENSMUSE00001357806,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001216576_ENSMUSE00000901424,ENSMUSE00001216576,ENSMUSE00000901424,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001216576_ENSMUSE00000891976,ENSMUSE00001216576,ENSMUSE00000891976,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001216576_ENSMUSE00001357806,ENSMUSE00001216576,ENSMUSE00001357806,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001285521_ENSMUSE00000901424,ENSMUSE00001285521,ENSMUSE00000901424,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001285521_ENSMUSE00000891976,ENSMUSE00001285521,ENSMUSE00000891976,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00001285521_ENSMUSE00001357806,ENSMUSE00001285521,ENSMUSE00001357806,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000839344_ENSMUSE00000502283,ENSMUSE00000839344,ENSMUSE00000502283,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000839344_ENSMUSE00000505367,ENSMUSE00000839344,ENSMUSE00000505367,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000270192_ENSMUSE00001251057,ENSMUSE00000270192,ENSMUSE00001251057,0.5734710674686001,0.31690917107583777,3.0,3,6,2,12,23,1.0,False
ENSMUSE00000270192_ENSMUSE00000162385,ENSMUSE00000270192,ENSMUSE00000162385,0.5734710674686001,0.31690917107583777,3.0,3,6,2,12,23,1.0,False
ENSMUSE00000270192_ENSMUSE00000693512,ENSMUSE00000270192,ENSMUSE00000693512,0.5734710674686001,0.31690917107583777,3.0,3,6,2,12,23,1.0,False
ENSMUSE00000179039_ENSMUSE00000120862,ENSMUSE00000179039,ENSMUSE00000120862,0.3710754793234742,0.8000598387503148,0.2857142857142857,2,7,7,7,23,1.0,False
ENSMUSE00000179039_ENSMUSE00000120866,ENSMUSE00000179039,ENSMUSE00000120866,0.3710754793234742,0.8000598387503148,0.2857142857142857,2,7,7,7,23,1.0,False
ENSMUSE00000225767_ENSMUSE00000120862,ENSMUSE00000225767,ENSMUSE00000120862,0.3710754793234742,0.8000598387503148,0.2857142857142857,2,7,7,7,23,1.0,False
ENSMUSE00000225767_ENSMUSE00000120866,ENSMUSE00000225767,ENSMUSE00000120866,0.3710754793234742,0.8000598387503148,0.2857142857142857,2,7,7,7,23,1.0,False
ENSMUSE00000890557_ENSMUSE00000505746,ENSMUSE00000890557,ENSMUSE00000505746,0.819861420690553,0.051857864357864325,inf,1,8,0,14,23,1.0,False
ENSMUSE00000340801_ENSMUSE00000511409,ENSMUSE00000340801,ENSMUSE00000511409,0.9848163136567656,0.0003621819098009558,0.6666666666666666,3,6,6,8,23,1.0,False
ENSMUSE00000340801_ENSMUSE00000453805,ENSMUSE00000340801,ENSMUSE00000453805,0.9848163136567656,0.0003621819098009558,0.6666666666666666,3,6,6,8,23,1.0,False
ENSMUSE00000340801_ENSMUSE00001450520,ENSMUSE00000340801,ENSMUSE00001450520,0.9848163136567656,0.0003621819098009558,0.6666666666666666,3,6,6,8,23,1.0,False
ENSMUSE00001333396_ENSMUSE00000511409,ENSMUSE00001333396,ENSMUSE00000511409,0.9848163136567656,0.0003621819098009558,0.6666666666666666,3,6,6,8,23,1.0,False
ENSMUSE00001333396_ENSMUSE00000453805,ENSMUSE00001333396,ENSMUSE00000453805,0.9848163136567656,0.0003621819098009558,0.6666666666666666,3,6,6,8,23,1.0,False
ENSMUSE00001333396_ENSMUSE00001450520,ENSMUSE00001333396,ENSMUSE00001450520,0.9848163136567656,0.0003621819098009558,0.6666666666666666,3,6,6,8,23,1.0,False
ENSMUSE00001314097_ENSMUSE00000476481,ENSMUSE00001314097,ENSMUSE00000476481,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000211139_ENSMUSE00000262315,ENSMUSE00000211139,ENSMUSE00000262315,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211139_ENSMUSE00000262284,ENSMUSE00000211139,ENSMUSE00000262284,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211139_ENSMUSE00000262257,ENSMUSE00000211139,ENSMUSE00000262257,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211140_ENSMUSE00000262315,ENSMUSE00000211140,ENSMUSE00000262315,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211140_ENSMUSE00000262284,ENSMUSE00000211140,ENSMUSE00000262284,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211140_ENSMUSE00000262257,ENSMUSE00000211140,ENSMUSE00000262257,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211138_ENSMUSE00000262315,ENSMUSE00000211138,ENSMUSE00000262315,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211138_ENSMUSE00000262284,ENSMUSE00000211138,ENSMUSE00000262284,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000211138_ENSMUSE00000262257,ENSMUSE00000211138,ENSMUSE00000262257,0.10987191903989542,2.5560626102292767,10.4,4,5,1,13,23,0.7784525510194641,False
ENSMUSE00000143028_ENSMUSE00000398583,ENSMUSE00000143028,ENSMUSE00000398583,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000143028_ENSMUSE00000251906,ENSMUSE00000143028,ENSMUSE00000251906,0.21923448059766815,1.5093750000000004,4.583333333333333,5,4,3,11,23,0.9188901995420782,False
ENSMUSE00000531796_ENSMUSE00000233931,ENSMUSE00000531796,ENSMUSE00000233931,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000531796_ENSMUSE00000233921,ENSMUSE00000531796,ENSMUSE00000233921,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000531796_ENSMUSE00000106958,ENSMUSE00000531796,ENSMUSE00000106958,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000531796_ENSMUSE00000106964,ENSMUSE00000531796,ENSMUSE00000106964,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000531796_ENSMUSE00000233885,ENSMUSE00000531796,ENSMUSE00000233885,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000531796_ENSMUSE00000233880,ENSMUSE00000531796,ENSMUSE00000233880,1.0,0.0,1.25,3,6,4,10,23,1.0,False
